date,Adj Close,Volume,EMA_5,EMA_10,MACD,RSI,Bollinger_High,Bollinger_Low,OBV,ADX,MFI,MOM,SAR,Interest Rate,Yield Spread,GDP,Unemployment Rate,Inflation Rate,news_sentiment
2/27/14,16272.65039,97640000,16198.130334952339,16128.77162456373,50.76155532073062,59.848058586533874,16467.22172308418,15376.395366759567,4133700000,18.525613019163817,87.59680924204422,1.9337954955244288,15982.040816665107,0.07,2.32,17197.738,6.7,235.547,0.5
2/28/14,16321.70996,122110000,16239.32354361406,16163.851322086233,64.09900932857454,61.56173383015024,16516.558907890998,15374.368142890253,4255810000,18.881783,87.76763192145303,1.8350863732777194,16026.560707800742,0.07,2.33,17197.738,6.7,235.547,-0.04122807
3/3/14,16168.03027,92760000,16215.559120221875,16164.611131422827,61.558760225560036,53.813688603142076,16536.10166408924,15401.74345309826,4163050000,17.87972762,81.58611450572172,0.084439123,,0.08,2.28,17197.738,6.7,236.028,-0.008333333
3/4/14,16395.88086,96120000,16275.66636660625,16206.660172868676,77.04312735381973,61.54202594502587,16546.015200749276,15494.138021906974,4259170000,17.5824269,81.61695643877553,1.645839299217256,16071.25,0.08,2.37,17197.738,6.7,236.028,0.001111111
3/5/14,16360.17969,73980000,16303.837473570835,16234.572811892553,85.44881293318213,59.85209426219712,16540.46756239773,15591.179605571018,4185190000,17.306361945989913,81.59849225567754,1.9925746092988277,16071.25,0.08,2.37,17197.738,6.7,236.028,0.054166667
3/6/14,16421.89063,75900000,16343.188524047224,16268.630596093906,95.98349821122065,61.80451641981488,16518.309291334404,15711.503892259345,4261090000,17.33341925749767,81.33076416063531,1.7892272524658561,16078.2148,0.08,2.37,17197.738,6.7,236.028,0
3/7/14,16452.7207,80690000,16379.699250406484,16302.101524645013,105.60271942522559,62.77839123801469,16518.679389828394,15793.552836734107,4341780000,17.70723365,81.30999173,2.169871409434899,16093.093009375001,0.08,2.42,17197.738,6.7,236.028,-0.021666667
3/10/14,16418.67969,68210000,16392.69272943766,16323.29755425501,109.22017389431676,60.93106970259049,16526.646536913962,15848.045650586038,4273570000,17.448345213482547,76.21120557670385,1.305227471664898,16117.849381937502,0.08,2.42,17197.738,6.7,236.028,0.078282828
3/11/14,16351.25,78150000,16378.878486291773,16328.379817117735,105.43068111204593,57.33221468832711,16511.04186620845,15918.596317385302,4195420000,17.123987622250674,76.26682982663685,1.0605281080870972,16141.120372146252,0.08,2.4,17197.738,6.7,236.028,0.4
3/12/14,16340.08008,77900000,16365.945683569516,16330.507137300874,100.36916814317556,56.73441484072583,16514.943664359376,15949.225573921874,4117520000,16.225117642288385,70.81668059367456,0.8745915216891704,16162.995102942477,0.08,2.36,17197.738,6.7,236.028,0.064285714
3/13/14,16108.88965,86160000,16280.260338525512,16290.213048416623,76.81724572077837,46.03520784625162,16500.96976,15977.694400078253,4031360000,16.066053232681156,63.80524415195759,-1.006355684,,0.08,2.32,17197.738,6.7,236.028,0.15
3/14/14,16065.66992,85660000,16208.730199642008,16249.387025409054,54.04174716581292,44.351337767190735,16497.174609379676,15985.297558589073,3945700000,16.156219079473356,52.24177174277205,-1.568708424,,0.08,2.29,17197.738,6.7,236.028,0
3/17/14,16247.21973,88930000,16221.56004194884,16248.992971073316,50.064440726984685,52.252134489548304,16498.695812450755,15993.059363330496,4034630000,15.35328659982589,59.94995974993032,0.4897903565600107,,0.08,2.32,17197.738,6.7,236.028,0
3/18/14,16336.19043,79140000,16259.770171195061,16264.847054457712,53.475160538706405,55.58046244302792,16506.08276468025,16006.25141500725,4113770000,14.634656489105563,59.477483183159144,-0.364057474,,0.08,2.32,17197.738,6.7,236.028,-0.030769231
3/19/14,16222.16992,90110000,16247.236754755042,16257.087575806308,46.44232033163826,50.70266697338537,16495.599213279816,16034.896001563933,4023660000,14.052046269394951,51.71500713180791,-0.843571209,,0.08,2.31,17197.738,6.7,236.028,-0.006397306
3/20/14,16331.0498,91530000,16275.174438065862,16270.535253784705,49.088577825883476,54.78349056,16498.858976232066,16051.418172205433,4115190000,13.511051065377956,50.438171493589515,-0.553169074,,0.08,2.34,17197.738,6.7,236.028,0.13704545454545455
3/21/14,16302.76953,353670000,16284.372802460575,16276.396031505667,48.34646626851281,53.54368579116896,16494.63513319841,16075.588987895339,3761520000,12.843384059480075,66.01157952038548,-0.911406536,16046.99023,0.08,2.3,17197.738,6.7,236.028,0.06875
3/24/14,16276.69043,110620000,16281.812011536218,16276.449558447817,45.13369878389676,52.36674958071501,16495.107856005394,16082.071343213356,3650900000,12.173471996101682,58.67897147022544,-0.864803142,16055.17941,0.08,2.27,17197.738,6.7,236.028,0
3/25/14,16367.87988,89110000,16310.501301961647,16293.07325378685,49.37660144513575,56.00803476284976,16500.92862403512,16095.07254783988,3740010000,11.350402728525605,59.10708352374053,0.10170404594449965,16063.20481015625,0.08,2.28,17197.738,6.7,236.028,0
3/26/14,16268.99023,92770000,16296.664279432765,16288.694522984693,44.24948369530648,51.41766440773572,16499.80879332802,16103.250386359483,3647240000,10.929722879827239,53.25614521,-0.435064231,16071.069698328125,0.08,2.26,17197.738,6.7,236.028,0.12738095238095237
3/27/14,16264.23047,93650000,16285.853009205179,16284.246513123839,39.348547075693205,51.20014999256689,16499.666839211834,16102.550348288165,3553590000,10.353994998184055,47.34450164087976,0.9643173657693251,16086.86847,0.08,2.24,17197.738,6.7,236.028,0.1
3/28/14,16323.05957,86370000,16298.255196240953,16291.303432612684,39.753285209748356,53.801477968314344,16499.763194734755,16102.588953702747,3639960000,10.228941082711122,52.538592039455324,1.602109651755253,16102.0353,0.08,2.28,17197.738,6.7,236.028,0.026420454545454546
3/31/14,16457.66016,104510000,16351.390182910636,16321.55010963765,50.35472752392525,59.16498398969107,16515.53223528181,16115.782901436938,3744470000,10.537479976240189,58.50171771216029,1.2952396362526688,16116.595447120031,0.08,2.29,17197.738,6.7,236.028,0.011042240587695134
4/1/14,16532.60938,88010000,16411.79658027376,16359.924521521714,64.06571285527389,61.822826854746964,16541.330457290976,16103.657530990271,3832480000,11.328498488171793,63.86467832224331,1.2023546502956464,16138.450696855329,0.09,2.33,17518.508,6.2,236.468,0.12431818181818181
4/2/14,16573,78120000,16465.531053515842,16398.665517608675,77.29988839572798,63.21244551105302,16577.47715154137,16088.79286798988,3910600000,12.191859212569872,69.29600288480414,2.1626581389208517,16172.633078606903,0.09,2.35,17518.508,6.2,236.468,-0.046666667
4/3/14,16572.55078,77220000,16501.204296093896,16430.281020088914,86.75179892291635,63.18489896521585,16604.03955723401,16077.296477922242,3833380000,13.088223680282251,74.70608034057457,1.4787841531974386,16214.188716058712,0.09,2.34,17518.508,6.2,236.468,0.004338843
4/4/14,16412.71094,104350000,16471.706509895932,16427.086459618204,80.41776067301544,54.143730054783205,16599.196674848343,16078.138383745409,3729030000,12.708555126201734,68.16198073,0.6743725723366117,16260.984117006667,0.09,2.31,17518.508,6.2,236.468,0.008333333
4/7/14,16245.87012,116540000,16396.427712326455,16394.13803372171,61.229514148330054,46.64156886,16590.830975315825,16069.223126246674,3612490000,12.316679416902693,61.550079187105844,-0.189352452,,0.09,2.3,17518.508,6.2,236.468,-0.040178571
4/8/14,16256.13965,98510000,16349.665024363472,16369.047418215489,46.31743729396294,47.12719666641647,16587.816794430986,16062.726271975263,3711000000,12.35253416,61.224807518185635,-0.682679951,,0.09,2.29,17518.508,6.2,236.468,0.033333333333333326
4/9/14,16437.17969,91550000,16378.836578742317,16381.435103539945,48.54829259203507,54.916931249026156,16597.140669197168,16063.112358146584,3802550000,11.573259634593242,61.23838042410894,1.033803885195222,,0.09,2.34,17518.508,6.2,236.468,0.18585858585858586
4/10/14,16170.21973,112550000,16309.297628015713,16343.032307725862,28.446905499018612,44.504533399496566,16591.23144779936,16075.154587356892,3690000000,11.295082078613856,45.95576237766859,-0.578021459,,0.09,2.28,17518.508,6.2,236.468,0.028703703703703703
4/11/14,16026.75,119550000,16215.11508534381,16285.526433593886,0.9288957658991421,40.10376545606895,16597.773618891482,16064.720424077264,3570450000,11.793968448669988,45.70829850362295,-1.81528205,,0.09,2.26,17518.508,6.2,236.468,-0.01
